latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
38.89648,-77.06097,26.0,-18000,America/New_York,GMT-5

time,precipitation_sum (mm),precipitation_hours (h),rain_sum (mm),showers_sum (mm),snowfall_sum (cm),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%)
2022-11-27,0.40,1.0,0.40,0.00,0.00,13.6,5.7,94,59,81
2022-11-28,0.00,0.0,0.00,0.00,0.00,12.4,6.5,90,51,67
2022-11-29,0.00,0.0,0.00,0.00,0.00,10.7,1.9,92,61,75
2022-11-30,1.50,3.0,1.50,0.00,0.00,13.6,4.9,95,32,72
2022-12-01,0.00,0.0,0.00,0.00,0.00,7.4,1.1,51,32,42
2022-12-02,0.00,0.0,0.00,0.00,0.00,9.6,-1.5,87,36,62
2022-12-03,1.50,2.0,1.50,0.00,0.00,15.9,6.5,92,37,75
2022-12-04,0.00,0.0,0.00,0.00,0.00,8.2,-0.5,76,31,57
2022-12-05,0.00,0.0,0.00,0.00,0.00,10.0,-3.4,99,39,70
2022-12-06,1.80,2.0,1.80,0.00,0.00,9.9,1.7,98,81,92
2022-12-07,1.40,1.0,1.40,0.00,0.00,12.9,10.0,98,92,95
2022-12-08,0.00,0.0,0.00,0.00,0.00,13.3,8.7,94,59,76
2022-12-09,0.00,0.0,0.00,0.00,0.00,9.5,1.8,75,43,64
2022-12-10,0.00,0.0,0.00,0.00,0.00,6.6,-0.4,90,58,73
2022-12-11,0.00,0.0,0.00,0.00,0.00,7.5,3.2,96,79,89
2022-12-12,0.00,0.0,0.00,0.00,0.00,5.5,2.8,89,62,70
2022-12-13,0.00,0.0,0.00,0.00,0.00,5.6,-0.8,81,45,65
2022-12-14,0.00,0.0,0.00,0.00,0.00,5.3,-1.6,85,42,62
2022-12-15,35.00,17.0,34.20,0.00,0.56,7.9,0.1,97,58,89
2022-12-16,0.00,0.0,0.00,0.00,0.00,9.8,3.2,94,51,75
2022-12-17,0.00,0.0,0.00,0.00,0.00,7.9,1.5,79,39,59
2022-12-18,0.00,0.0,0.00,0.00,0.00,5.2,-0.7,78,43,59
2022-12-19,0.00,0.0,0.00,0.00,0.00,5.2,-2.4,69,43,59
2022-12-20,0.00,0.0,0.00,0.00,0.00,5.0,-3.3,80,45,66
2022-12-21,0.00,0.0,0.00,0.00,0.00,6.7,-3.4,90,53,74
2022-12-22,32.00,12.0,32.00,0.00,0.00,12.3,0.1,96,83,91
2022-12-23,6.10,3.0,5.00,0.00,0.77,12.4,-11.1,97,41,68
2022-12-24,0.00,0.0,0.00,0.00,0.00,-6.5,-13.3,66,42,51
2022-12-25,0.00,0.0,0.00,0.00,0.00,-0.5,-12.3,80,41,59
2022-12-26,0.00,0.0,0.00,0.00,0.00,0.1,-7.6,71,42,57
2022-12-27,0.00,0.0,0.00,0.00,0.00,5.7,-2.2,85,42,61
2022-12-28,0.00,0.0,0.00,0.00,0.00,9.8,-4.6,93,41,66
2022-12-29,0.00,0.0,0.00,0.00,0.00,12.6,-0.8,95,40,66
2022-12-30,0.00,0.0,0.00,0.00,0.00,17.5,0.5,96,46,74
2022-12-31,5.40,6.0,5.40,0.00,0.00,13.2,7.2,99,86,95
